amount=500
max_size=500
max_weight=30
node,pos_x,pos_y,weight
143,-194,463,10
144,248,-149,1
145,-48,163,24
146,256,145,14
147,-155,-490,16
148,-79,-68,4
149,-90,259,13
150,433,87,19
151,-330,-183,19
152,292,293,30
153,133,277,17
154,-291,212,18
155,400,79,17
156,445,294,6
157,-430,-424,24
158,440,-72,20
159,334,241,25
160,-295,127,11
161,-361,-418,0
162,251,324,7
163,201,-410,1
164,-33,-469,6
165,-37,-301,13
166,-188,106,7
167,300,388,21
168,215,-491,5
169,485,442,25
170,-441,153,18
171,352,303,26
172,250,122,15
173,451,-121,26
174,-436,13,14
175,-98,405,13
176,-207,291,28
177,390,-127,30
178,-88,-220,16
179,191,-25,6
180,419,-3,17
181,-306,-414,9
182,-346,-452,16
183,395,-477,11
184,395,-313,1
185,39,-385,22
186,211,412,21
187,-103,134,6
188,110,-353,20
189,-403,-175,7
190,386,453,5
191,-244,257,20
192,259,270,3
193,-294,282,2
194,369,366,17
195,-480,-307,23
196,-346,34,24
197,-4,46,1
198,214,9,22
199,194,-270,26
200,-81,-241,2
201,-98,-7,24
202,-78,414,29
203,149,182,1
204,-104,223,4
205,-403,209,23
206,329,-157,29
207,-453,-87,1
208,-388,-273,11
209,306,-234,1
210,383,-359,11
211,56,247,24
212,122,347,1
213,360,487,1
214,370,-381,21
215,145,461,21
216,211,-302,0
217,-425,-364,8
218,-428,-435,29
219,131,262,4
220,-28,458,1
221,-98,370,11
222,-330,93,18
223,-320,-44,17
224,-52,87,29
225,174,230,6
226,-327,288,3
227,5,-220,24
228,478,-294,12
229,-61,-161,20
230,387,195,8
231,255,278,17
232,251,156,9
233,-106,357,15
234,69,-303,26
235,337,-468,21
236,-399,-204,18
237,-97,-427,23
238,449,22,30
239,78,43,26
240,419,-108,5
241,-365,207,28
242,-395,-395,13
243,412,-18,6
244,-389,-436,5
245,87,80,13
246,-228,71,3
247,480,-268,12
248,-325,-269,13
249,-266,38,7
250,248,-72,16
251,234,78,26
252,203,487,26
253,-416,-185,20
254,11,97,15
255,465,-398,24
256,88,-460,3
257,-96,-220,23
258,305,-24,11
259,166,-204,28
260,-348,482,1
261,373,-66,7
262,432,-123,12
263,232,-76,7
264,119,221,14
265,252,428,25
266,444,-322,26
267,-259,255,7
268,-467,477,5
269,-33,243,17
270,-215,-83,29
271,-107,11,15
272,136,116,17
273,-291,-279,13
274,194,50,11
275,-244,300,0
276,-7,-390,16
277,16,-372,9
278,368,-106,12
279,477,-356,16
280,262,413,21
281,58,205,21
282,121,38,5
283,-192,18,13
284,-153,226,10
285,145,359,2
286,410,-386,27
287,415,291,7
288,31,-369,22
289,124,263,8
290,-107,-49,5
291,81,-12,4
292,-480,-462,13
293,334,-328,4
294,419,-87,12
295,-217,163,29
296,408,-83,0
297,199,-183,7
298,-9,20,11
299,-344,462,23
300,-7,30,12
301,-87,309,2
302,228,411,23
303,122,155,5
304,-499,346,16
305,-486,-463,16
306,-40,-451,23
307,135,389,11
308,-8,258,6
309,-391,237,10
310,-216,-151,19
311,-246,472,16
312,423,240,5
313,-480,63,4
314,-121,347,16
315,255,-122,20
316,361,283,28
317,36,-467,14
318,167,-115,28
319,256,-66,2
320,448,136,28
321,184,-159,2
322,463,-84,3
323,356,268,2
324,-496,-248,17
325,-165,310,22
326,495,-436,9
327,320,379,16
328,217,68,9
329,240,-86,28
330,-361,154,2
331,-392,-120,28
332,-191,-255,22
333,230,397,7
334,-360,485,20
335,-139,-358,26
336,-239,57,18
337,100,101,4
338,218,-498,15
339,438,255,1
340,-362,176,17
341,-161,-425,15
342,452,359,18
343,-349,-444,27
344,464,-264,17
345,-424,-45,1
346,350,-446,5
347,377,-465,30
348,196,222,6
349,136,58,2
350,-215,382,9
351,22,353,7
352,-371,262,4
353,220,-189,17
354,212,-17,16
355,460,-145,0
356,-219,-4,9
357,117,-227,1
358,94,-437,13
359,-105,-375,18
360,-254,409,26
361,266,7,11
362,-352,276,22
363,454,203,22
364,356,-385,21
365,406,252,29
366,471,-124,5
367,-357,89,18
368,349,133,12
369,7,252,28
370,-128,464,16
371,-445,150,2
372,342,-322,17
373,147,93,13
374,480,232,28
375,-322,172,1
376,279,-183,3
377,130,-162,19
378,-354,-353,24
379,303,378,5
380,-166,4,27
381,-116,-149,20
382,-296,281,21
383,-496,-12,8
384,-319,55,15
385,32,65,20
386,132,-111,1
387,426,-193,14
388,-303,-6,16
389,-75,-337,20
390,54,78,17
391,-413,-422,18
392,426,-198,27
393,373,-135,23
394,-272,-162,16
395,-140,198,21
396,91,-17,29
397,-316,-484,27
398,-160,-7,8
399,-55,391,20
400,250,-211,5
401,-12,-313,10
402,180,-463,5
403,-232,45,21
404,-430,-360,30
405,-40,112,9
406,83,-413,7
407,-224,197,7
408,162,363,24
409,-341,133,22
410,331,84,16
411,-242,202,11
412,183,-134,15
413,371,173,20
414,63,397,16
415,351,440,3
416,-493,198,4
417,61,434,9
418,-3,42,4
419,-66,-445,8
420,416,-205,18
421,-142,128,21
422,156,-5,20
423,-339,91,26
424,289,141,7
425,39,417,18
426,196,-8,5
427,-221,-314,1
428,-190,370,12
429,305,343,14
430,456,260,30
431,121,98,22
432,-328,204,21
433,-25,145,8
434,393,130,29
435,264,-10,16
436,-320,-331,11
437,-444,408,7
438,-218,-267,13
439,395,493,18
440,276,-67,10
441,-137,445,11
442,79,284,29
443,-3,-267,24
444,425,83,23
445,330,11,11
446,-224,-118,25
447,255,170,11
448,369,50,9
449,232,67,12
450,36,-189,23
451,257,-403,12
452,-169,-208,29
453,-475,31,21
454,-234,378,8
455,-65,103,18
456,-464,413,16
457,-204,-415,14
458,-311,311,3
459,167,94,4
460,-120,362,27
461,-125,-314,16
462,238,-262,1
463,-466,454,13
464,297,114,24
465,-474,130,20
466,264,-350,5
467,442,-255,6
468,473,-295,21
469,259,372,27
470,155,-356,28
471,106,269,21
472,306,-250,4
473,429,491,13
474,-333,384,14
475,53,-247,10
476,-110,-108,16
477,67,-83,4
478,-159,-380,11
479,-329,41,12
480,-40,-83,4
481,-397,-193,14
482,-292,75,25
483,-471,-74,23
484,-66,165,18
485,477,95,19
486,-238,-326,20
487,130,291,26
488,7,458,13
489,-408,230,25
490,-300,138,3
491,-441,144,2
492,-223,309,27
493,-63,331,29
494,-190,277,22
495,-270,-81,19
496,210,227,10
497,364,403,8
498,498,-196,24
499,-326,-24,8
500,30,456,13
