amount=1000
max_size=500
max_weight=25
node,pos_x,pos_y,weight
266,92,150,6
267,-416,-449,1
268,319,11,2
269,208,-497,15
270,208,-205,13
271,111,-440,19
272,140,284,25
273,-70,57,11
274,-189,2,21
275,-57,190,3
276,-263,410,4
277,275,-44,13
278,-158,-139,25
279,-179,33,21
280,186,-388,24
281,-348,-318,15
282,-275,-54,21
283,-146,143,0
284,444,-34,4
285,408,-263,8
286,438,455,9
287,-167,135,19
288,494,51,11
289,173,40,3
290,186,-150,10
291,368,-128,1
292,197,262,22
293,-101,144,9
294,97,108,3
295,182,219,25
296,-462,146,17
297,102,-451,6
298,435,-163,4
299,223,225,22
300,-153,-256,8
301,5,-233,7
302,-40,-350,20
303,-187,32,21
304,164,-429,8
305,231,-478,5
306,60,277,4
307,-10,-93,1
308,-296,445,0
309,-168,-245,10
310,223,-195,10
311,375,-8,12
312,-383,43,15
313,-279,-325,24
314,-226,393,24
315,-115,-264,12
316,413,-178,21
317,-186,-473,18
318,-129,353,11
319,300,-128,2
320,-346,-388,19
321,381,301,9
322,-198,335,4
323,-228,173,11
324,427,-346,15
325,-28,469,16
326,-498,-162,3
327,-247,91,15
328,214,-43,21
329,44,-343,13
330,472,-188,8
331,-401,414,14
332,-175,5,8
333,82,-297,23
334,-28,-78,20
335,-28,-165,10
336,-1,165,9
337,-369,-170,25
338,484,470,15
339,4,-161,0
340,269,-204,4
341,292,200,11
342,-262,-225,15
343,-190,83,4
344,63,-374,12
345,295,-415,21
346,-271,208,8
347,-467,-186,6
348,152,-394,6
349,320,468,0
350,64,237,14
351,352,443,1
352,-467,-85,0
353,-37,-197,6
354,152,425,0
355,64,-356,13
356,110,411,14
357,-398,-430,5
358,341,100,23
359,394,-437,0
360,-212,-431,1
361,-166,256,0
362,296,217,2
363,-426,167,9
364,202,345,8
365,418,76,16
366,410,256,21
367,386,225,6
368,332,-332,20
369,-289,130,11
370,-452,-253,6
371,51,333,23
372,-342,-87,16
373,-69,146,4
374,401,-326,9
375,343,-13,18
376,73,-190,14
377,268,34,13
378,-217,421,9
379,-6,351,19
380,-1,-24,5
381,-370,-368,3
382,-81,-274,14
383,-9,-432,0
384,102,476,20
385,490,424,9
386,-99,441,0
387,-359,-45,11
388,472,288,10
389,340,-420,20
390,-315,-223,14
391,-376,-324,16
392,-357,136,14
393,-156,99,25
394,-275,292,11
395,-260,-343,21
396,-384,-275,1
397,14,-34,18
398,138,126,12
399,97,85,12
400,468,481,21
401,-476,449,14
402,-326,-103,9
403,164,-10,10
404,46,-265,6
405,-435,-414,17
406,-43,259,19
407,-118,422,20
408,-347,-54,25
409,-368,-456,5
410,-233,-105,24
411,25,63,23
412,371,244,17
413,401,-54,23
414,434,-110,8
415,-79,-427,15
416,306,162,24
417,-117,178,18
418,370,-428,11
419,-275,305,6
420,363,1,20
421,324,-315,8
422,-386,128,18
423,369,-213,10
424,-214,-355,13
425,337,-27,21
426,438,-245,11
427,-383,433,8
428,-423,436,21
429,411,-499,6
430,-410,43,1
431,-116,-472,23
432,-385,-406,5
433,106,463,18
434,-327,314,0
435,-366,409,12
436,218,-366,9
437,-335,270,14
438,-388,109,22
439,496,-438,5
440,386,295,20
441,-101,-212,16
442,442,-80,24
443,285,297,3
444,437,141,5
445,-279,-95,15
446,110,444,9
447,-330,330,25
448,-363,-439,18
449,-174,202,24
450,-434,-113,21
451,404,-44,13
452,395,211,3
453,-472,-105,19
454,240,94,6
455,456,500,13
456,-339,-291,3
457,232,430,4
458,181,-66,16
459,72,-256,3
460,384,-6,6
461,331,-94,25
462,211,-324,0
463,-136,408,6
464,-245,281,24
465,112,142,5
466,130,21,15
467,298,418,23
468,-415,26,24
469,235,90,23
470,379,-197,20
471,330,323,14
472,398,275,16
473,-326,46,3
474,-383,436,10
475,88,36,20
476,222,293,13
477,70,173,14
478,120,-469,20
479,475,451,18
480,-447,-44,8
481,-267,-411,13
482,-471,219,0
483,463,-312,21
484,-80,264,17
485,18,289,13
486,-272,-26,15
487,-60,383,6
488,-78,164,6
489,112,195,6
490,-246,-17,4
491,-60,-335,12
492,-51,-119,23
493,204,130,0
494,-425,98,16
495,-3,122,13
496,221,444,11
497,356,56,11
498,-58,294,5
499,368,-310,18
500,425,-430,0
501,-96,35,2
502,131,-160,14
503,-230,-309,25
504,294,4,9
505,-9,-124,4
506,-146,397,0
507,-117,-431,24
508,385,145,6
509,-180,-157,2
510,259,407,6
511,306,-10,7
512,208,-227,25
513,-299,-330,4
514,-480,-35,9
515,203,412,16
516,-450,5,17
517,-425,-416,24
518,178,160,21
519,-74,-354,8
520,-234,-476,13
521,-370,-326,24
522,-26,-47,23
523,-210,26,11
524,-253,137,15
525,-360,-309,16
526,-491,-32,17
527,304,400,23
528,186,-413,23
529,380,-296,6
530,155,167,13
531,-478,398,17
532,-67,-130,20
533,131,-94,17
534,-120,15,5
535,71,-489,7
536,-379,-111,22
537,-131,-248,25
538,-278,394,7
539,-23,-155,14
540,96,153,1
541,213,396,15
542,171,87,19
543,-446,-405,18
544,-253,-380,4
545,-78,10,6
546,-403,-108,17
547,450,242,22
548,106,26,23
549,-171,304,8
550,206,318,14
551,-111,257,0
552,79,-260,14
553,175,-324,9
554,115,-337,4
555,-12,228,0
556,-229,-383,20
557,393,-42,23
558,-40,393,11
559,203,180,9
560,203,-143,14
561,-15,21,7
562,462,427,9
563,-218,207,18
564,426,-334,7
565,374,-144,20
566,-78,72,10
567,281,-438,17
568,-217,175,1
569,-223,-78,22
570,-404,204,23
571,-42,113,3
572,374,-251,8
573,-230,-51,1
574,254,-217,6
575,344,439,5
576,-386,220,18
577,136,451,9
578,-400,-411,5
579,-363,-126,7
580,304,149,22
581,61,461,0
582,2,-328,0
583,229,392,25
584,-394,397,7
585,-115,480,6
586,231,336,6
587,236,289,3
588,-187,139,16
589,-192,-105,12
590,171,41,2
591,-264,-427,4
592,128,-212,14
593,-386,-334,10
594,-22,70,3
595,140,-162,19
596,425,153,8
597,-411,-212,14
598,-135,-3,19
599,469,34,16
600,477,-99,12
601,177,211,9
602,-303,-385,5
603,-196,176,7
604,-12,251,12
605,-414,353,5
606,460,195,20
607,174,385,18
608,-267,96,9
609,-98,274,12
610,-73,435,16
611,-374,245,23
612,-330,-45,14
613,167,-79,9
614,290,-63,1
615,-261,-385,21
616,-416,-167,16
617,186,-399,21
618,127,164,5
619,-54,-197,18
620,333,71,19
621,-486,-171,23
622,-30,493,17
623,-147,-450,5
624,159,-348,3
625,-222,88,13
626,65,153,11
627,-48,409,6
628,224,-133,3
629,-452,-362,10
630,-180,-260,7
631,-14,-468,3
632,-115,339,22
633,-459,-265,16
634,147,-206,17
635,-442,-481,25
636,399,-375,21
637,287,343,12
638,-352,26,15
639,484,365,14
640,-263,-306,16
641,-6,-102,25
642,-476,-316,12
643,498,37,23
644,385,498,6
645,123,-276,3
646,145,-7,15
647,-429,-34,25
648,97,-300,25
649,122,-304,1
650,-37,151,6
651,-180,103,0
652,371,-361,15
653,295,-171,0
654,340,273,14
655,-288,458,20
656,243,-118,22
657,-10,-285,23
658,65,-314,22
659,-220,14,7
660,374,352,4
661,9,332,0
662,137,-342,6
663,224,107,17
664,-153,-375,10
665,-133,417,16
666,-337,-219,2
667,40,-121,17
668,-22,-375,18
669,402,-52,2
670,170,251,16
671,324,-467,16
672,204,453,5
673,-461,287,25
674,420,424,18
675,-150,-301,20
676,-334,-251,14
677,-199,327,14
678,-319,232,23
679,-128,-97,6
680,170,-225,22
681,-122,-401,2
682,126,-324,22
683,-233,197,19
684,462,14,10
685,296,272,17
686,-386,-125,3
687,195,168,10
688,406,-450,7
689,28,-92,6
690,490,-90,21
691,395,445,10
692,-61,268,21
693,342,-421,7
694,72,-17,13
695,-92,395,11
696,-191,3,4
697,392,129,21
698,215,28,15
699,266,261,21
700,50,360,25
701,178,-25,20
702,-496,-210,19
703,-218,103,23
704,451,215,20
705,110,360,6
706,97,458,15
707,297,-426,17
708,-109,-322,7
709,42,71,10
710,32,51,6
711,-258,478,1
712,-2,-455,10
713,258,-405,4
714,161,-112,13
715,31,-108,18
716,225,-428,20
717,446,-71,7
718,-10,294,5
719,-320,367,13
720,41,102,24
721,-54,191,3
722,-402,-191,8
723,-492,295,24
724,-458,304,7
725,301,207,15
726,399,470,10
727,37,141,7
728,-357,-399,21
729,-1,-100,18
730,399,154,10
731,32,182,6
732,26,-393,15
733,-50,292,8
734,142,387,13
735,461,-18,11
736,355,289,21
737,-326,182,15
738,154,-218,17
739,497,438,1
740,-275,381,11
741,85,-245,4
742,-290,-109,8
743,-341,115,17
744,183,-429,20
745,-373,-54,5
746,319,84,23
747,87,-208,3
748,331,164,2
749,-26,-120,4
750,-376,79,14
751,-252,-400,2
752,-119,-277,7
753,-56,236,15
754,-69,109,10
755,113,16,19
756,-159,406,14
757,122,-461,23
758,488,-298,23
759,479,56,14
760,298,-155,14
761,-361,303,18
762,39,131,13
763,190,202,4
764,361,-13,9
765,338,-350,15
766,-343,-304,7
767,465,220,19
768,-145,-455,21
769,271,-107,1
770,79,-341,5
771,-9,-460,5
772,482,397,13
773,-214,373,16
774,-299,-10,14
775,438,-332,20
776,-357,194,4
777,-179,130,7
778,-351,-91,20
779,-375,190,15
780,-288,-288,20
781,235,110,10
782,72,-34,1
783,-50,-478,4
784,-33,-283,16
785,-259,352,8
786,227,-63,11
787,-438,-134,4
788,418,292,21
789,-437,-309,22
790,-257,-256,8
791,-377,-183,14
792,-431,-106,24
793,47,392,1
794,468,-444,9
795,426,253,8
796,-302,166,6
797,479,447,0
798,408,-446,18
799,-51,-409,17
800,-330,454,9
801,-99,38,20
802,-65,117,0
803,301,-301,18
804,-311,458,13
805,94,-409,19
806,396,449,6
807,423,-211,21
808,70,477,6
809,-442,102,5
810,-358,-372,19
811,-231,-487,9
812,407,249,1
813,67,-314,8
814,-466,122,6
815,-113,-236,4
816,-27,-54,7
817,194,364,17
818,123,-345,13
819,14,-428,0
820,126,-419,8
821,367,-29,0
822,430,34,19
823,-343,58,22
824,-49,360,2
825,87,-311,3
826,-414,21,16
827,196,466,17
828,-360,487,24
829,-374,434,24
830,-75,487,8
831,-171,230,16
832,-33,127,20
833,23,136,2
834,-4,131,19
835,-426,-234,3
836,378,-358,22
837,-259,175,21
838,-107,32,15
839,250,168,21
840,346,140,2
841,-207,334,18
842,298,-4,20
843,423,-156,8
844,276,-323,7
845,-230,109,8
846,4,19,7
847,-121,-426,24
848,308,108,7
849,107,-241,8
850,-50,-301,25
851,-4,-294,22
852,112,323,19
853,-185,-105,13
854,-27,-189,2
855,-293,-2,17
856,53,-492,14
857,-493,-481,9
858,276,439,17
859,-263,405,5
860,-464,445,20
861,188,-481,4
862,-2,-285,17
863,-307,454,24
864,405,-426,10
865,481,-12,22
866,169,467,25
867,46,-470,12
868,-427,-417,15
869,101,-248,10
870,88,-14,1
871,57,-361,1
872,-399,380,23
873,457,390,11
874,290,-204,18
875,-300,455,1
876,382,312,16
877,440,-135,22
878,-223,-321,5
879,-407,-23,0
880,-205,324,16
881,-289,-273,21
882,-61,103,25
883,-189,46,7
884,-90,175,9
885,-386,183,20
886,424,-301,0
887,-228,395,11
888,-458,493,19
889,-314,-187,16
890,-201,44,5
891,-30,177,13
892,-428,238,2
893,-126,-474,8
894,477,198,7
895,154,-393,20
896,-495,-350,12
897,-108,-169,7
898,-436,125,0
899,-250,214,12
900,-278,-182,3
901,410,-385,5
902,293,237,0
903,-256,98,11
904,112,-390,24
905,440,8,16
906,397,348,15
907,208,462,13
908,-1,440,2
909,414,147,0
910,-388,318,16
911,-214,-31,23
912,-389,-454,1
913,445,60,19
914,-300,-178,14
915,-470,-139,17
916,83,-321,3
917,-27,-73,1
918,-28,-27,10
919,-9,360,1
920,33,-3,4
921,-239,-373,5
922,-321,-277,10
923,50,-23,9
924,326,481,12
925,10,69,7
926,-495,157,12
927,-278,56,24
928,-422,190,3
929,-413,-126,5
930,-163,156,16
931,419,-95,22
932,-89,313,5
933,-88,-267,8
934,391,-461,14
935,-428,-354,8
936,-343,-408,1
937,-261,-254,14
938,-472,267,22
939,32,-396,10
940,416,-351,18
941,86,330,8
942,309,-409,3
943,-27,328,16
944,489,-288,10
945,241,133,14
946,437,297,22
947,-464,-354,6
948,347,-431,12
949,305,-496,11
950,413,-487,23
951,261,-72,9
952,-214,-215,13
953,257,-321,14
954,-127,-439,8
955,-431,-47,23
956,-216,189,18
957,92,465,13
958,-479,-97,15
959,441,472,13
960,-275,71,20
961,-18,-152,24
962,-406,-163,1
963,462,146,24
964,-418,-6,20
965,345,-470,15
966,47,187,0
967,-496,45,15
968,3,-97,14
969,-310,138,1
970,103,393,7
971,-498,461,12
972,326,224,8
973,168,-35,19
974,-255,-256,8
975,500,255,8
976,53,133,2
977,374,-189,14
978,-273,486,5
979,460,-117,9
980,92,381,7
981,289,425,24
982,297,-161,20
983,60,104,11
984,-225,397,0
985,299,74,9
986,50,288,13
987,-397,56,16
988,296,-430,20
989,-185,-315,14
990,58,352,13
991,-390,-253,24
992,-113,-232,3
993,-42,347,15
994,271,-50,10
995,466,-290,12
996,-26,27,13
997,-74,102,10
998,493,-381,9
999,-24,-212,8
1000,-211,-474,0
