amount=2500
max_size=500
max_weight=25
node,pos_x,pos_y,weight
128,-269,2,22
129,-369,382,9
130,-113,-76,19
131,-280,-293,21
132,-316,-360,15
133,145,-119,17
134,-137,-365,3
135,374,238,12
136,27,-345,5
137,349,265,9
138,265,167,6
139,-212,-312,12
140,2,268,17
141,408,27,10
142,92,-446,19
143,-475,-315,10
144,-16,-198,4
145,-250,-304,23
146,-394,-278,1
147,-278,324,25
148,-460,272,17
149,125,-58,3
150,28,-349,11
151,-248,-18,18
152,-218,320,20
153,447,177,11
154,93,-58,10
155,164,-58,22
156,-359,-457,3
157,-263,-137,4
158,130,136,3
159,-77,290,15
160,188,31,24
161,-259,-467,14
162,-260,-411,9
163,-53,-11,3
164,348,-462,20
165,-204,121,1
166,-405,-452,10
167,229,383,25
168,303,-317,3
169,-468,-277,4
170,237,177,2
171,48,-221,6
172,355,-203,3
173,307,448,13
174,328,139,1
175,217,-156,25
176,454,124,2
177,90,-421,20
178,-191,-447,13
179,57,179,17
180,235,421,13
181,-203,-182,23
182,-371,373,24
183,231,43,19
184,320,57,6
185,-150,-261,9
186,331,417,14
187,-365,-255,16
188,346,-412,18
189,238,-106,6
190,-337,-6,16
191,-44,487,15
192,-44,417,12
193,297,60,13
194,101,396,9
195,202,-155,12
196,-255,-52,20
197,-204,445,11
198,405,12,8
199,-276,-218,5
200,-436,-62,21
201,480,194,6
202,431,-114,8
203,-74,125,7
204,-482,492,2
205,465,-407,9
206,-231,-493,19
207,-382,-461,20
208,223,49,21
209,422,-402,6
210,242,-3,15
211,27,-68,1
212,-175,98,24
213,477,264,16
214,0,460,4
215,-204,325,16
216,64,-145,20
217,-244,-190,0
218,-6,-17,18
219,474,413,15
220,156,142,17
221,-41,-256,16
222,-233,-348,15
223,-78,428,17
224,-344,75,18
225,181,-403,1
226,100,-47,11
227,-246,-29,8
228,-12,-224,13
229,-302,-448,5
230,-292,128,20
231,-184,-340,1
232,273,257,11
233,-498,-423,18
234,-190,258,23
235,-350,292,9
236,-116,321,7
237,-116,355,22
238,79,451,2
239,-15,29,18
240,336,-286,5
241,-55,317,24
242,227,173,6
243,-372,355,5
244,324,-304,10
245,366,-206,10
246,-348,-240,3
247,42,-165,5
248,454,471,0
249,-241,-361,2
250,-415,-367,3
251,288,-157,25
252,-430,-458,20
253,177,275,23
254,-345,-247,25
255,377,-260,22
256,446,490,16
257,-268,478,0
258,146,-304,7
259,-245,432,7
260,-41,444,17
261,-58,-291,18
262,-101,51,3
263,-357,438,0
264,-484,-372,2
265,34,-183,13
266,-456,355,5
267,-26,-435,4
268,-245,394,24
269,-199,26,24
270,-480,273,3
271,-93,-37,15
272,254,252,12
273,-2,-290,15
274,357,447,3
275,469,311,19
276,17,-105,15
277,265,408,1
278,497,238,15
279,174,-101,2
280,186,157,6
281,-329,-361,25
282,-159,-4,25
283,478,256,10
284,85,264,4
285,379,-467,13
286,-318,-168,21
287,380,-459,19
288,489,-264,3
289,-452,-89,14
290,410,-64,22
291,484,-8,24
292,-347,-182,3
293,495,369,4
294,444,450,7
295,-5,346,17
296,441,-152,1
297,77,-87,20
298,430,438,19
299,70,-32,1
300,416,77,10
301,425,88,25
302,-203,-221,5
303,-332,-384,21
304,76,182,1
305,11,-464,4
306,113,192,20
307,-455,178,16
308,454,-226,14
309,25,147,13
310,17,-87,20
311,181,-498,3
312,19,-186,22
313,-215,37,21
314,33,54,8
315,105,-359,14
316,459,-392,9
317,208,-459,20
318,86,322,25
319,370,-149,6
320,-77,321,7
321,164,-341,13
322,-169,40,8
323,197,112,12
324,-348,-384,5
325,26,-86,10
326,-54,214,13
327,-188,-114,15
328,427,475,25
329,-363,294,11
330,112,-477,5
331,-150,483,19
332,-350,476,9
333,418,6,17
334,481,-37,6
335,137,389,18
336,204,396,11
337,-54,-383,25
338,-380,451,15
339,95,403,10
340,-248,396,5
341,-408,-6,6
342,-380,-252,10
343,-282,-184,7
344,59,216,9
345,376,-497,23
346,-63,-90,3
347,16,343,15
348,404,335,8
349,-46,-66,19
350,-146,90,12
351,369,389,11
352,155,360,19
353,64,-389,18
354,-189,96,3
355,82,-155,7
356,61,175,23
357,-346,169,2
358,-118,-201,4
359,-422,319,4
360,444,-351,23
361,430,-213,4
362,-283,-358,21
363,18,-381,4
364,-491,-52,15
365,-116,60,15
366,482,-109,9
367,407,-304,3
368,-459,-146,25
369,16,175,10
370,277,-408,9
371,408,285,6
372,-459,-58,24
373,293,359,11
374,-397,-110,12
375,500,-57,7
376,312,228,24
377,-97,132,4
378,419,-77,1
379,-293,-128,13
380,479,173,22
381,-164,-326,20
382,-190,131,20
383,-76,-16,13
384,-292,-198,14
385,-473,-265,12
386,138,248,15
387,452,131,13
388,-219,-429,8
389,-292,54,13
390,-87,406,20
391,60,384,9
392,-223,-50,23
393,-179,-314,23
394,-215,157,1
395,97,-15,25
396,-475,99,3
397,264,30,17
398,334,494,12
399,-1,125,0
400,301,-121,9
401,-94,160,11
402,18,65,1
403,-351,-333,13
404,386,-206,11
405,-383,427,5
406,-92,89,14
407,328,-421,15
408,435,31,20
409,-230,-446,11
410,34,-272,9
411,-108,458,23
412,-61,434,13
413,-138,342,17
414,-458,260,1
415,-31,-357,20
416,138,-44,6
417,48,6,3
418,210,-382,18
419,-257,468,4
420,-264,-8,23
421,359,-465,12
422,-198,-477,12
423,-258,-247,21
424,-490,-17,21
425,105,473,10
426,-476,47,6
427,-265,35,5
428,84,-40,3
429,-187,-165,24
430,-58,-194,5
431,-277,-445,15
432,-492,317,25
433,290,487,23
434,93,-41,21
435,-130,-414,2
436,118,-149,14
437,467,202,22
438,-295,122,12
439,-461,219,8
440,-363,-324,7
441,-118,-183,25
442,377,254,9
443,243,-35,4
444,294,218,10
445,0,-22,15
446,-389,-72,24
447,122,-179,20
448,-147,-162,22
449,259,363,7
450,231,24,0
451,-141,-401,14
452,177,-189,4
453,-24,-145,10
454,291,198,24
455,-319,-193,8
456,-39,358,10
457,-146,-128,17
458,-445,-45,4
459,-228,-238,6
460,43,170,8
461,440,484,4
462,-340,435,3
463,-270,-266,10
464,-494,-56,16
465,38,39,4
466,366,374,13
467,-329,-466,14
468,184,102,22
469,-346,474,16
470,-182,317,13
471,-387,-422,20
472,434,105,16
473,116,170,5
474,-370,-325,17
475,336,246,2
476,-290,-247,12
477,179,-206,5
478,-99,-334,2
479,-289,-209,2
480,194,334,7
481,-135,-249,6
482,112,-411,11
483,-394,-128,13
484,-385,371,19
485,-38,469,18
486,-308,465,0
487,45,161,12
488,-247,-188,7
489,94,-420,23
490,145,-184,19
491,434,-405,14
492,-225,-215,3
493,-322,-138,17
494,-270,-463,8
495,-482,-106,0
496,-189,-179,10
497,251,-396,6
498,-71,-339,1
499,-66,-376,9
500,122,7,4
501,358,-445,21
502,457,-336,25
503,-55,456,10
504,413,-40,25
505,238,45,6
506,308,-352,25
507,388,226,14
508,-84,-428,23
509,218,156,21
510,-252,-61,20
511,312,-481,19
512,-10,-41,5
513,-186,439,17
514,31,455,4
515,-20,-340,17
516,172,-49,3
517,-314,186,25
518,69,55,21
519,-357,52,22
520,-216,-26,15
521,-295,487,2
522,-76,-247,12
523,16,-329,0
524,257,-334,24
525,-480,69,3
526,410,-83,7
527,18,-234,24
528,-394,-373,24
529,132,457,14
530,197,-139,9
531,-369,206,18
532,-299,229,25
533,-491,415,8
534,-384,-418,18
535,-42,-37,5
536,394,-425,4
537,-491,-135,10
538,-31,-404,12
539,133,75,20
540,-22,200,5
541,297,-401,4
542,196,236,7
543,-226,324,3
544,-303,264,17
545,-196,302,20
546,333,-243,4
547,314,432,23
548,322,-304,1
549,434,163,10
550,-387,-442,22
551,-231,-259,6
552,-247,27,11
553,-296,130,21
554,118,-145,24
555,173,358,21
556,422,40,5
557,-318,-52,20
558,78,-135,13
559,326,-476,0
560,-470,-355,1
561,406,-372,13
562,311,-295,14
563,447,443,14
564,-162,-86,5
565,453,35,18
566,-79,381,24
567,440,112,25
568,320,433,6
569,-153,-80,0
570,-138,-287,1
571,-38,-305,20
572,299,301,2
573,141,439,13
574,-197,-224,8
575,198,351,12
576,95,52,24
577,-7,-102,13
578,-209,-191,22
579,315,424,15
580,316,-148,19
581,-319,345,7
582,-472,-142,9
583,-359,7,1
584,337,-409,6
585,113,-229,17
586,267,-401,4
587,-96,135,11
588,-166,-396,9
589,342,52,9
590,-461,328,1
591,-447,304,23
592,-237,37,17
593,-4,-408,12
594,219,260,21
595,11,173,18
596,-343,96,22
597,411,-369,21
598,496,352,4
599,-492,259,23
600,-495,422,6
601,-337,470,15
602,-460,-347,6
603,165,-98,21
604,364,-78,23
605,-442,337,10
606,-122,-162,13
607,291,-362,20
608,199,287,10
609,92,-351,9
610,-150,425,22
611,-298,-351,4
612,91,59,23
613,-38,-157,11
614,-368,362,17
615,-39,114,14
616,-486,123,12
617,-300,-203,20
618,499,218,4
619,32,-112,6
620,29,-179,11
621,-205,-427,14
622,-472,125,11
623,-338,26,4
624,-438,-32,10
625,4,396,7
626,431,-340,15
627,415,69,5
628,-279,90,10
629,262,409,23
630,387,301,20
631,221,-426,0
632,330,-265,25
633,-482,344,8
634,-102,120,12
635,-52,405,23
636,283,359,13
637,-201,-198,8
638,-124,-423,24
639,-411,125,16
640,465,156,14
641,221,445,22
642,394,135,8
643,-261,-363,24
644,106,66,25
645,277,255,11
646,244,123,3
647,403,274,12
648,-460,-196,8
649,-5,491,1
650,80,-498,21
651,-315,279,18
652,422,5,9
653,329,413,0
654,498,146,20
655,-319,-67,24
656,464,432,20
657,-139,392,18
658,230,471,13
659,-387,-312,1
660,-471,201,8
661,-136,74,7
662,-293,-137,9
663,241,-302,20
664,482,111,22
665,458,156,6
666,-405,-463,17
667,-114,405,19
668,-83,-474,14
669,263,-424,19
670,434,316,21
671,0,222,13
672,15,-332,18
673,19,205,5
674,127,465,5
675,-35,-427,10
676,-243,-318,7
677,340,-148,4
678,125,-456,3
679,19,166,10
680,-10,120,2
681,496,-331,22
682,-323,344,11
683,309,11,23
684,-311,-298,8
685,-365,-58,0
686,37,373,18
687,418,290,15
688,-276,24,18
689,253,264,3
690,-388,-327,17
691,122,348,11
692,-66,48,12
693,-158,123,7
694,-25,438,4
695,306,19,15
696,427,273,7
697,255,-388,13
698,-240,-344,24
699,8,335,22
700,303,-281,19
701,183,-131,19
702,-187,307,9
703,-433,-297,23
704,-84,-12,15
705,83,-304,13
706,-11,333,1
707,36,-107,18
708,356,59,7
709,5,227,22
710,-45,452,8
711,-92,-441,8
712,451,362,7
713,-105,32,12
714,-355,240,17
715,-457,162,7
716,292,-161,8
717,176,-333,21
718,-149,308,14
719,-60,317,21
720,356,237,0
721,-371,-346,13
722,63,-321,13
723,496,-405,1
724,263,-293,2
725,-371,303,2
726,-255,168,24
727,-449,-240,11
728,-451,-257,16
729,-387,99,7
730,-426,313,24
731,-433,381,1
732,360,-34,3
733,-276,485,13
734,281,302,11
735,-346,-372,14
736,-307,331,18
737,-312,-279,20
738,-497,113,18
739,320,-156,16
740,156,253,24
741,462,-405,15
742,-164,480,4
743,-228,121,24
744,-54,-258,4
745,-445,266,20
746,-120,390,16
747,-382,360,19
748,250,382,21
749,-443,105,12
750,185,498,11
751,-64,235,1
752,353,55,24
753,453,195,13
754,-197,258,9
755,109,16,17
756,180,11,5
757,95,125,25
758,-32,-87,10
759,-246,-342,16
760,-74,289,1
761,-219,105,0
762,-276,-220,25
763,402,20,23
764,392,-261,23
765,65,367,23
766,83,-462,3
767,-111,119,20
768,-351,55,25
769,-387,154,7
770,-490,-360,13
771,221,-34,0
772,116,-475,12
773,292,233,22
774,429,385,1
775,204,442,9
776,-70,89,15
777,144,-3,6
778,-497,-189,9
779,195,374,22
780,76,-474,22
781,-347,-274,10
782,478,-353,17
783,-245,162,16
784,-498,16,11
785,62,-91,21
786,425,-49,14
787,-68,219,12
788,155,-453,17
789,-208,-455,20
790,88,375,13
791,-415,88,1
792,-106,147,5
793,142,84,3
794,-36,185,22
795,-432,-456,11
796,-37,165,10
797,412,357,17
798,-117,77,21
799,31,352,17
800,-245,-26,12
801,35,-437,11
802,14,-170,22
803,204,-496,25
804,150,25,1
805,467,353,17
806,-279,-479,18
807,354,-400,10
808,-406,230,25
809,-409,276,24
810,268,356,22
811,211,69,9
812,256,164,4
813,101,201,1
814,-362,453,1
815,406,-30,6
816,-89,434,24
817,203,39,1
818,-312,136,23
819,-300,397,18
820,-26,422,21
821,-407,-361,0
822,-235,-234,4
823,411,323,10
824,307,185,1
825,-412,-360,24
826,421,371,4
827,85,-186,11
828,-302,-81,16
829,350,-48,17
830,-309,227,24
831,-106,424,13
832,-316,-381,3
833,370,363,0
834,364,261,13
835,-110,252,16
836,-50,467,6
837,-316,-466,5
838,245,151,7
839,-157,-38,14
840,360,-365,7
841,-305,300,20
842,197,294,14
843,-376,-282,12
844,160,21,25
845,-422,-149,5
846,-104,-140,13
847,238,390,17
848,241,-19,17
849,465,74,22
850,-411,-432,0
851,393,372,18
852,420,-402,20
853,-174,470,17
854,-438,34,10
855,-170,488,19
856,-172,-287,16
857,-483,432,24
858,9,-455,2
859,-3,-9,14
860,63,-494,22
861,-109,347,5
862,-332,-114,16
863,-414,233,6
864,113,333,21
865,399,43,2
866,-201,-5,16
867,120,-403,8
868,313,75,22
869,292,-127,3
870,-317,-291,7
871,20,-377,21
872,81,-84,1
873,-129,-135,4
874,-18,461,7
875,-316,117,19
876,-32,461,24
877,445,496,15
878,387,107,12
879,-271,-379,12
880,233,-297,23
881,330,189,2
882,376,165,11
883,454,-176,20
884,-495,-246,10
885,-399,-68,20
886,302,-174,19
887,-233,150,5
888,-236,-471,7
889,-292,-477,20
890,-391,413,6
891,490,-108,8
892,-412,-327,23
893,-122,-207,8
894,-118,-372,20
895,469,-31,23
896,81,262,21
897,-26,-462,2
898,124,42,6
899,328,-205,19
900,346,24,6
901,420,146,0
902,-448,88,14
903,-437,-458,15
904,-199,-12,11
905,-373,289,4
906,204,40,14
907,338,22,11
908,138,-15,19
909,90,-208,17
910,-490,-372,15
911,390,451,14
912,-63,-149,25
913,-255,-16,2
914,266,-27,18
915,-132,350,1
916,-299,-58,4
917,-63,148,17
918,-268,88,23
919,103,-195,16
920,-263,194,19
921,107,-147,2
922,-273,-373,1
923,-442,-112,17
924,182,-500,7
925,-103,236,18
926,153,238,21
927,480,-118,21
928,-278,-258,16
929,-270,31,12
930,-494,220,2
931,209,252,24
932,-407,141,16
933,-226,380,2
934,414,-293,19
935,-334,-318,5
936,-446,-184,25
937,121,234,15
938,-167,258,8
939,202,1,23
940,-446,376,18
941,141,224,23
942,444,312,15
943,-21,-127,8
944,252,42,21
945,144,491,0
946,464,-99,8
947,-323,14,23
948,-320,-479,1
949,-296,-264,6
950,-273,-62,24
951,-347,482,23
952,-384,-314,11
953,-492,-46,5
954,20,-481,6
955,-494,-362,0
956,241,-112,19
957,-343,-81,20
958,-217,432,4
959,423,-134,2
960,239,-315,24
961,358,84,16
962,170,494,5
963,182,-175,8
964,333,234,4
965,227,-160,5
966,-276,-362,19
967,-279,170,15
968,-360,-283,13
969,-467,374,12
970,-481,-24,5
971,-388,-163,15
972,-184,301,14
973,-421,413,3
974,234,-49,25
975,127,-89,21
976,-44,-96,2
977,-370,424,20
978,275,-305,10
979,13,161,20
980,447,461,6
981,105,-44,17
982,41,132,18
983,478,-275,1
984,-270,132,7
985,-103,24,0
986,-172,79,5
987,-3,8,6
988,-125,77,2
989,-250,210,7
990,357,63,0
991,-385,-56,8
992,-53,-380,19
993,52,476,6
994,-236,135,10
995,77,394,19
996,110,-90,4
997,390,-353,15
998,-379,351,4
999,-125,400,11
1000,-364,-250,0
1001,120,349,7
1002,-398,137,12
1003,-431,-193,21
1004,122,84,9
1005,21,-488,19
1006,184,493,1
1007,483,324,20
1008,-194,-300,14
1009,-273,44,0
1010,86,0,8
1011,-5,-411,18
1012,193,-129,10
1013,-240,-468,0
1014,-265,-348,16
1015,-63,285,19
1016,-479,171,19
1017,173,-339,17
1018,-446,205,9
1019,-431,-213,3
1020,-267,128,19
1021,236,-56,23
1022,430,-228,5
1023,-6,-205,20
1024,229,495,1
1025,228,-482,10
1026,-460,222,12
1027,-138,-185,15
1028,490,187,6
1029,-147,-280,10
1030,-358,-476,19
1031,303,-91,9
1032,-369,-314,21
1033,-381,-466,16
1034,41,448,4
1035,-327,-213,23
1036,-131,444,9
1037,-201,-96,2
1038,398,-332,25
1039,-362,424,16
1040,119,-71,19
1041,-432,481,4
1042,476,-78,16
1043,-183,-448,11
1044,-126,-77,8
1045,431,-319,0
1046,426,-387,24
1047,-387,60,12
1048,-480,482,8
1049,-375,-256,1
1050,-276,360,3
1051,103,-116,22
1052,-191,-230,3
1053,-298,346,21
1054,-238,218,6
1055,496,117,23
1056,156,70,18
1057,-434,-446,17
1058,-208,-70,22
1059,438,419,3
1060,-187,-383,1
1061,-485,-429,24
1062,-254,-485,8
1063,337,-256,2
1064,492,-425,24
1065,-349,29,9
1066,494,-448,21
1067,433,-180,4
1068,112,230,0
1069,-210,-446,0
1070,87,105,18
1071,268,-218,18
1072,-399,90,10
1073,498,-115,8
1074,-44,406,5
1075,456,-130,0
1076,-108,-150,9
1077,-20,443,14
1078,-407,312,0
1079,217,-309,13
1080,-352,422,23
1081,-432,403,2
1082,386,6,13
1083,419,-234,16
1084,-264,-200,16
1085,83,-83,5
1086,-31,-493,13
1087,-67,-171,25
1088,-256,-383,23
1089,-401,216,23
1090,189,386,10
1091,437,-392,0
1092,-249,197,4
1093,282,-275,4
1094,-307,-340,15
1095,-323,-481,4
1096,5,371,2
1097,41,208,3
1098,-11,-278,23
1099,-385,220,12
1100,406,385,23
1101,369,173,7
1102,-88,-223,5
1103,283,-268,15
1104,363,435,24
1105,-345,-28,25
1106,-6,10,9
1107,129,-186,4
1108,-161,-259,16
1109,-55,90,22
1110,46,219,14
1111,298,291,22
1112,431,429,22
1113,381,-53,5
1114,-384,-185,4
1115,204,25,13
1116,347,-15,11
1117,-454,-23,22
1118,270,-54,10
1119,-264,119,10
1120,-52,-300,6
1121,-8,-68,9
1122,-282,-413,0
1123,471,-476,9
1124,468,-76,7
1125,-339,-360,23
1126,-16,92,5
1127,274,-449,17
1128,154,-466,17
1129,31,-70,21
1130,-233,-263,7
1131,304,-273,18
1132,349,88,9
1133,29,-420,11
1134,162,-222,14
1135,-305,341,2
1136,160,59,3
1137,-210,135,17
1138,440,343,8
1139,209,313,22
1140,68,-337,7
1141,-70,-204,11
1142,-442,445,25
1143,356,-210,10
1144,-347,-465,6
1145,370,-53,14
1146,219,429,3
1147,-396,399,1
1148,84,236,25
1149,-414,140,10
1150,76,448,9
1151,4,335,17
1152,-299,210,16
1153,-309,130,19
1154,324,354,5
1155,-486,64,1
1156,-89,-157,14
1157,-400,448,7
1158,68,338,14
1159,-371,325,13
1160,102,55,17
1161,-329,-197,22
1162,95,-79,19
1163,-178,-405,25
1164,388,-423,18
1165,391,-154,23
1166,253,290,15
1167,-481,145,14
1168,-312,-397,7
1169,404,188,4
1170,-327,61,17
1171,-197,-111,19
1172,382,205,19
1173,-131,-76,25
1174,-223,130,22
1175,-118,92,10
1176,166,-395,20
1177,-47,-453,9
1178,-78,70,3
1179,211,-184,19
1180,-41,-411,12
1181,269,267,11
1182,116,7,1
1183,-59,-265,11
1184,-172,-197,25
1185,-108,413,3
1186,49,445,15
1187,160,-309,25
1188,-355,-341,18
1189,175,435,15
1190,33,135,10
1191,-421,413,19
1192,-62,192,18
1193,-138,-463,16
1194,72,-97,16
1195,-50,-116,25
1196,295,49,17
1197,-267,-239,11
1198,37,-484,11
1199,-279,-73,19
1200,-126,-32,17
1201,297,-411,15
1202,-492,-394,17
1203,-166,-100,22
1204,-278,-306,21
1205,486,104,8
1206,-443,329,21
1207,-384,282,7
1208,177,-489,14
1209,337,-214,2
1210,-446,-275,20
1211,389,-200,14
1212,-53,-277,0
1213,381,-278,6
1214,485,-163,7
1215,408,98,16
1216,-2,252,9
1217,-152,-364,4
1218,194,398,0
1219,373,-369,16
1220,99,-445,13
1221,300,172,9
1222,125,247,17
1223,-71,150,6
1224,-456,222,14
1225,351,-178,5
1226,345,352,1
1227,35,-382,10
1228,166,-427,15
1229,-318,68,25
1230,-92,351,12
1231,4,16,11
1232,423,-269,16
1233,485,-412,12
1234,-18,47,17
1235,-86,2,24
1236,360,-394,3
1237,27,133,19
1238,-450,-170,4
1239,-215,-377,1
1240,208,-186,10
1241,-270,-90,18
1242,308,404,2
1243,432,499,8
1244,-284,-459,3
1245,-148,242,5
1246,-252,-227,6
1247,-97,361,14
1248,-18,-389,19
1249,227,-254,25
1250,-155,-280,14
1251,319,-228,20
1252,217,221,17
1253,1,-304,4
1254,234,484,7
1255,282,102,18
1256,322,-209,13
1257,185,-187,25
1258,76,483,25
1259,-59,219,9
1260,-456,203,19
1261,169,-451,8
1262,-232,-496,25
1263,-78,322,2
1264,-241,-37,18
1265,-486,-264,19
1266,383,257,24
1267,436,-260,22
1268,192,354,24
1269,164,-67,7
1270,-303,498,20
1271,253,-250,21
1272,428,-203,13
1273,94,18,7
1274,159,480,19
1275,450,-37,6
1276,33,-361,24
1277,250,-126,21
1278,-84,-219,9
1279,471,-55,14
1280,94,-205,24
1281,320,170,20
1282,91,70,21
1283,259,55,25
1284,-428,-469,14
1285,-69,-87,11
1286,-232,265,4
1287,-233,-474,21
1288,-61,-441,25
1289,-397,102,9
1290,-103,-293,20
1291,104,-28,1
1292,149,-357,15
1293,67,-329,22
1294,210,-217,10
1295,-68,275,16
1296,-214,-500,2
1297,82,400,16
1298,-198,184,21
1299,115,235,0
1300,167,383,12
1301,36,168,17
1302,3,-125,13
1303,-312,-30,8
1304,-251,-123,23
1305,430,-384,7
1306,13,477,0
1307,402,296,14
1308,-64,406,14
1309,482,-35,0
1310,-463,-407,8
1311,226,-305,16
1312,73,277,8
1313,-395,-251,5
1314,489,-18,10
1315,20,-407,0
1316,-293,-447,6
1317,-215,224,10
1318,-272,453,23
1319,237,-67,13
1320,72,265,23
1321,61,-275,13
1322,-135,332,2
1323,-252,148,15
1324,-381,439,0
1325,303,-119,3
1326,361,17,14
1327,114,-429,5
1328,-221,-156,1
1329,435,-216,14
1330,-27,145,2
1331,213,393,20
1332,459,63,1
1333,-113,406,7
1334,54,258,9
1335,67,-146,22
1336,120,-385,2
1337,297,-215,11
1338,428,334,15
1339,10,-79,18
1340,154,182,18
1341,-190,-425,11
1342,-121,163,13
1343,-27,388,11
1344,25,459,11
1345,-225,-314,5
1346,-136,148,17
1347,-205,-286,15
1348,-51,92,21
1349,16,-409,1
1350,-237,-347,0
1351,-248,-84,14
1352,356,246,9
1353,356,-432,17
1354,444,476,23
1355,21,14,5
1356,114,147,7
1357,-211,155,6
1358,227,-298,1
1359,-59,99,24
1360,-17,492,18
1361,-490,-129,5
1362,-357,-309,11
1363,-174,-335,23
1364,-360,252,9
1365,-451,-222,2
1366,84,-440,3
1367,154,448,21
1368,-307,50,10
1369,-138,7,0
1370,367,-468,0
1371,257,318,1
1372,-368,-193,17
1373,360,-50,14
1374,-99,-392,0
1375,443,-330,25
1376,15,-486,7
1377,-262,193,8
1378,-53,-34,1
1379,-59,411,0
1380,-350,-435,6
1381,408,431,6
1382,-43,414,6
1383,-301,-54,23
1384,-371,-237,1
1385,97,-369,19
1386,-327,286,18
1387,277,-444,15
1388,142,-445,9
1389,-160,-164,20
1390,433,340,1
1391,-55,251,8
1392,211,-259,15
1393,-296,312,18
1394,-389,339,14
1395,337,205,14
1396,-45,-165,11
1397,-183,463,0
1398,-176,106,7
1399,-187,-106,15
1400,412,-234,24
1401,-61,308,1
1402,315,-290,14
1403,440,174,19
1404,-294,-499,12
1405,361,-360,15
1406,297,199,4
1407,355,-32,14
1408,-482,499,24
1409,99,-48,15
1410,-170,-144,11
1411,-7,-304,25
1412,272,-472,8
1413,-360,-252,2
1414,-162,168,8
1415,-402,494,1
1416,15,-361,20
1417,226,-128,1
1418,-105,-298,7
1419,329,-277,20
1420,228,142,24
1421,-193,-134,22
1422,402,-286,23
1423,423,-486,12
1424,-438,-340,6
1425,222,220,21
1426,-112,-189,9
1427,-126,-80,4
1428,48,138,6
1429,139,258,9
1430,294,306,15
1431,-266,-492,17
1432,5,-237,22
1433,339,-112,23
1434,-385,172,13
1435,-384,-191,24
1436,36,-234,15
1437,50,24,3
1438,183,-408,8
1439,329,132,9
1440,-241,283,16
1441,12,-299,13
1442,421,131,16
1443,141,351,13
1444,-455,287,3
1445,-39,-404,13
1446,-186,85,1
1447,170,-24,5
1448,21,-236,5
1449,308,-494,2
1450,440,448,17
1451,276,-456,1
1452,-257,300,20
1453,-12,137,24
1454,371,354,5
1455,247,390,14
1456,236,-208,6
1457,16,-92,2
1458,-282,183,21
1459,161,-316,12
1460,-325,388,25
1461,-444,-474,9
1462,168,-354,1
1463,-294,332,18
1464,-141,316,20
1465,-467,146,14
1466,-477,318,18
1467,178,-208,25
1468,441,175,6
1469,-190,414,13
1470,331,-22,22
1471,-398,-405,17
1472,-278,-204,22
1473,478,144,13
1474,409,-354,25
1475,-389,285,22
1476,-302,84,25
1477,94,197,16
1478,55,-2,18
1479,413,-389,24
1480,-462,320,18
1481,176,-129,9
1482,241,-427,9
1483,-238,389,19
1484,-33,3,9
1485,-329,185,9
1486,-303,-337,23
1487,-253,-354,1
1488,283,-147,12
1489,-263,445,12
1490,-320,447,24
1491,319,-465,22
